사업장명,업태구분명,도로명주소,좌표정보(X),좌표정보(Y)
도담카페,커피숍,"서울특별시 양천구 목동동로 105, 지하1층 (신정동, 양천구청 내)",188126.018238835    ,446099.600366308    
메가엠지씨커피 가양중앙점,커피숍,"서울특별시 강서구 양천로 461, 주영빌딩 1층 106호 (가양동)",186875.994185225    ,451205.835118675    
메가엠지씨커피 강서가양점,커피숍,"서울특별시 강서구 강서로 511, 1층 103호 (가양동, 한림타운)",185917.670740756    ,452084.848958002    
밀림,커피숍,"서울특별시 양천구 목동로11길 5, 1층 (신정동)",187928.273074607    ,446795.052176871    
디바인그라인드,커피숍,"서울특별시 강서구 하늘길 38, 지하 2층 (방화동, 2동 김포공항스카이파크)",182524.823835629    ,451438.25089679     
쿠벅양평점,커피숍,,190834.879853859    ,447975.931378951    
스타벅스 이수자이점,커피숍,"서울특별시 동작구 사당로 300, 101,102,103호 (사당동, 이수자이)",198202.472533419    ,442471.241038085    
스타벅스 서초법원점,커피숍,"서울특별시 서초구 서초대로 274, 1층 (서초동)",200973.95739297     ,443398.82667009     
윤슬,커피숍,"서울특별시 양천구 목동로 177, 정동프라자 1층 105호 (신정동)",187953.650617003    ,446905.045859132    
컴포즈커피 성대시장점,커피숍,"서울특별시 동작구 성대로2길 5-1, 1층 (상도동)",193910.628369741    ,444143.826124278    
메가엠지씨커피 대림성모점,커피숍,"서울특별시 동작구 신대방길 114, 1층 (신대방동)",191832.419555438    ,443146.030665685    
Lounge,커피숍,"서울특별시 강서구 마곡중앙로 143, 르웨스트 시티 지하 2층 203호 일부 및 204호 일부호 (마곡동)",184522.907834771    ,451531.924488537    
컴포즈커피 방배우성점,커피숍,"서울특별시 서초구 과천대로 946, 방배우성상가 1층 104호 (방배동)",198389.022273532    ,441358.650490197    
웰파이브카페(Well five cafe),커피숍,"서울특별시 서초구 청계산로 207, 해피트리앤 1층 101호 (신원동)",204944.150595247    ,438319.088505919    
매머드익스프레스 동아프라임밸리점,커피숍,"서울특별시 영등포구 영등포로5길 19, 동아프라임밸리 1층 105호 (양평동2가)",189700.355755718    ,446888.903509382    
아데네,커피숍,서울특별시 동작구 여의대방로22가길 11 (신대방동),192868.036946672    ,443894.929159095    
초이크리에이티브랩(fave),커피숍,"서울특별시 양천구 오목로 311, 1층 (목동)",188620.55549233     ,447006.657413773    
바나프레소 이화여대점,커피숍,"서울특별시 서대문구 이화여대길 42, 1층 (대현동)",195147.40273674     ,450735.341626576    
비엔 커피 컴퍼니(BIEN COFFEE COMPANY),커피숍,"서울특별시 강서구 마곡중앙4로 22, 파인스퀘어 A동 1층 123호 (마곡동)",184844.841587036    ,450680.3656089      
커피스토리,커피숍,"서울특별시 강서구 등촌로13바길 38, 1층 (화곡동)",187352.523563142    ,448220.587447502    
매머드익스프레스신대방삼거리역점,커피숍,"서울특별시 동작구 상도로 69, 상원빌딩 1층 103호 (대방동)",193586.734109264    ,444201.691351148    
브릭카페 플레이 서울마곡점,커피숍,"서울특별시 강서구 마곡중앙로 59-17, 류마타워Ⅱ 2층 203-204호 (마곡동)",184448.542296683    ,450753.13459287     
고품격커피공장(서일점),커피숍,"서울특별시 서초구 효령로68길 66, 101호 (서초동)",201819.837161208    ,442600.838010263    
컴포즈커피 화곡역점,커피숍,"서울특별시 강서구 화곡로 154, 청산빌딩 1층 (화곡동)",185697.914575041    ,448754.441792265    
사임당갤러리&카페,커피숍,"서울특별시 동작구 동작대로39가길 89 (동작동, 1층)",197992.714955338    ,443742.721307677    
중앙대점(공차),커피숍,서울특별시 동작구 흑석로 83-2 (흑석동),196296.943947451    ,445005.352551249    
매머드커피 중앙대점(11호점),커피숍,"서울특별시 동작구 흑석로 101, 1층 (흑석동)",196444.938043484    ,445059.923705229    
바나프레소 가산하이엔드 10차,커피숍,"서울특별시 금천구 가산디지털1로 30, 에이스하이엔드타워10 1층 102호 (가산동)",189975.894746956    ,440742.223479611    
이로랑,커피숍,"서울특별시 양천구 국회대로 269, 102호 (목동, 상록아파트)",187979.559592024    ,447558.695139682    
오디네리 카페(ORDINARY CAFE),커피숍,"서울특별시 서초구 명달로9길 57, 104동 지하1층 (방배동, 방배아트자이)",200153.131165369    ,441956.395827175    
릴리앤리야,커피숍,"서울특별시 강서구 허준로 217, 가양테크노타운 11층 1112호 (가양동)",187831.720345753    ,450994.213236731    
커피사피엔스 강서우림블루나인점,커피숍,"서울특별시 강서구 양천로 583, 우림블루나인비즈니스센터 1층 108호 (염창동)",187952.560027898    ,450562.020225978    
제너러스 커피,커피숍,"서울특별시 서초구 강남대로30길 20, 1,2층 (양재동)",203322.551254793    ,442189.331509652    
매머드익스프레스 양재시민의숲,커피숍,"서울특별시 서초구 매헌로1길 30, 1층 (양재동)",202947.041756712    ,440014.717628418    
투썸플레이스 양재매헌역점,커피숍,"서울특별시 서초구 강남대로16길 3, 디에스타워 1층 (양재동)",203397.70738336     ,440990.943282397    
hundred11(헌드레드 일레븐),커피숍,"서울특별시 서초구 서초대로 3-4, 지하1층 B111호 (방배동, 방배디오슈페리움1)",198432.354182494    ,442643.16392201     
꿈꾸는 다락방,커피숍,"서울특별시 서초구 청두곶길 12, 101호 (방배동)",198644.744129964    ,441754.38297493     
플리즈 체크인,커피숍,"서울특별시 서초구 효령로 304, 국제전자센터 지하1층 지1117호 (서초동)",201501.672660443    ,442505.573142545    
봉명동 내커피,커피숍,"서울특별시 동작구 성대로39길 2, 사랑빌딩 1층 (상도동)",194740.973504376    ,444269.712483984    
카페게이트 금천롯데캐슬점,커피숍,"서울특별시 금천구 벚꽃로 30, 205동 1층 105(일부)호 (독산동, 금천 롯데캐슬 골드파크 2차)",190567.418315661    ,439569.401459017    
포트캔커피 독산점,커피숍,"서울특별시 금천구 독산로75길 16, 1층 (독산동)",191218.903493408    ,440772.300079171    
롱앤쇼트(Long And Short),커피숍,"서울특별시 서대문구 홍제내2나길 46, 1층 (홍제동)",194385.926458009    ,453419.621547462    
카페게이트 마곡중앙점,커피숍,"서울특별시 강서구 공항대로 219, 센테니아 1층 104호 (마곡동)",185086.248272885    ,450830.206600426    
텐퍼센트커피 신방화역점,커피숍,"서울특별시 강서구 초원로16길 3-11, 힐스에비뉴동 제지1층 109호 (방화동, 힐스테이트 신방화역)",183659.82326372     ,451676.508401261    
(주)모두락,커피숍,"서울특별시 강서구 하늘길 70, 항공지원센터 3층 (과해동)",182141.205465089    ,451078.47991        
초록상어,커피숍,"서울특별시 동작구 상도로26길 14, 1층 (상도동)",194506.600557546    ,444625.344925466    
신일룡호두파이,커피숍,"서울특별시 서초구 원터6길 4, 1층 (원지동)",204865.14715593     ,437908.032326145    
스타벅스 경희대점,커피숍,서울특별시 동대문구 경희대로 16-1 (회기동),204595.498283142    ,454513.181172693    
겟틴,커피숍,"서울특별시 강서구 공항대로 213, 보타닉파크타워2 4층 410호 (마곡동)",185032.421148111    ,450836.071292455    
카페이루 동작점,커피숍,"서울특별시 동작구 여의대방로16길 53, 동작구민체육센터 1층 (신대방동)",192570.363461658    ,443616.620833034    
루크멜리(LUKEMELLI),커피숍,"서울특별시 강서구 금낭화로 145, 에어뷰21-1오피스텔 1층 106호 (방화동)",183394.032235885    ,452906.521290095    
이하나 양재천점,커피숍,"서울특별시 서초구 마방로 20, 1층 (양재동)",203543.379605146    ,441361.983283467    
이디야커피숍,커피숍,"서울특별시 서초구 청계산로 10, 농협양재하나로클럽 1층 (양재동)",203811.14583381     ,440070.874222824    
천씨씨커피 염창 한강G트리타워점,커피숍,"서울특별시 강서구 양천로 738, 한강G트리타워 1층 105호 (염창동)",189124.441211963    ,449608.300304977    
Hatheway (해서웨이),커피숍,"서울특별시 금천구 금하로1길 75, 1층 101호 (독산동)",190247.259886241    ,439136.453162906    
south coffee(사우스커피),커피숍,"서울특별시 서초구 서초중앙로22길 83, 1층 101호 (서초동)",201556.869782922    ,443553.723615274    
커피사피엔스 구로아티스포럼점,커피숍,"서울특별시 구로구 디지털로31길 62, 아티스포럼 1층 111호 (구로동)",190399.724477247    ,442702.053385749    
컴포즈커피 숭실대점,커피숍,"서울특별시 동작구 상도로 357, 1층 제카호, 3호 (상도동)",195821.72598572     ,443860.596515691    
메가엠지씨커피 래미안라그란데점,커피숍,"서울특별시 동대문구 이문로35길 21, F동 106호 (이문동, 래미안라그란데아파트)",205280.07666569     ,455238.10793863     
투썸플레이스 동교동삼거리점,커피숍,"서울특별시 서대문구 신촌로 1, 비303호 (창천동)",193512.063538706    ,450729.659039664    
빽다방신대방삼거리점,커피숍,"서울특별시 동작구 국사봉1길 28, 지상1층 (상도동)",193747.611315948    ,444077.647284311    
(주)학산 테라로사 원그로브점,커피숍,"서울특별시 강서구 공항대로 165, 원그로브쇼핑몰 D동 1층 W101,W102,W103호 (마곡동)",184449.736274095    ,451015.135227088    
카페일리터 사당점,커피숍,"서울특별시 동작구 동작대로7길 59, 1층 (사당동)",198089.572350917    ,441775.907531424    
훈스커피(hoon's coffee),커피숍,"서울특별시 동작구 만양로 84, 지하1층 05호 (노량진동, 삼익주상복합아파트)",195079.265528912    ,445413.288375132    
밤부 베이커리&브루잉 서래,커피숍,"서울특별시 서초구 동광로 77, 5동 1,2,3층 (방배동)",199106.271025753    ,443467.016326339    
헬로방방 마곡점,키즈카페,"서울특별시 강서구 마곡서로 101, 동익드미라벨복합빌딩 2층 236호 (마곡동)",184345.724012817    ,451171.287709396    
빽다방 방화사거리점,커피숍,"서울특별시 강서구 금낭화로 91-2, 1층 106호 (방화동, 1동)",183242.500497164    ,452392.862590895    
두루카페,커피숍,"서울특별시 강서구 양천로61길 101, 1층 (가양동)",188051.864908726    ,450862.433606992    
우지커피 방화역점,커피숍,"서울특별시 강서구 금낭화로 146, 오피앙 1층 111호 (방화동)",183438.673656262    ,452893.622300597    
모애쿠,커피숍,"서울특별시 서대문구 신촌로 83, 현대백화점신촌점 지하2층 (창천동)",194265.067639805    ,450433.691021245    
매머드익스프레스 강서IT밸리점,커피숍,"서울특별시 강서구 화곡로68길 82, 강서아이티밸리 1층 111호 (등촌동)",187415.243430985    ,450594.61195944     
카페 비토,커피숍,"서울특별시 강서구 화곡로 416, 가양역 더스카이밸리5차 지식산업센터 1층 132-1호 (등촌동)",187160.665637183    ,450873.017067141    
루이스프루타,커피숍,"서울특별시 동작구 신대방길 47, 1층 (신대방동)",191971.440718835    ,442887.767405655    
하늘향기,커피숍,"서울특별시 동작구 상도로55길 9, 1층 (상도동, 상도중앙교회)",195897.504435191    ,443898.287941955    
컴포즈커피 중앙대점,커피숍,"서울특별시 동작구 흑석로 109, 1층 (흑석동)",196490.152224537    ,445120.416889046    
나온김에 커피한잔,커피숍,"서울특별시 강서구 초록마을로 152, 1층 우측 2번째호 (화곡동)",186472.268391406    ,448273.48075209     
매머드익스프레스 신정교점,커피숍,"서울특별시 양천구 신목로 31, 1층 (신정동)",188763.052500197    ,446242.825039693    
우지커피 휘경자이디센시아점,커피숍,"서울특별시 동대문구 외대역동로 63-27, 상가2동 1층 205호 (휘경동, 휘경자이디센시아)",205461.893514965    ,454519.052992935    
더까페 상도점,커피숍,"서울특별시 동작구 양녕로26길 24, 1층 (상도동)",194970.363950951    ,443930.536252384    
더까페 상도점,커피숍,"서울특별시 동작구 양녕로26길 24, 1층 (상도동)",194970.363950951    ,443930.536252384    
스타벅스답십리역점,커피숍,"서울특별시 동대문구 천호대로 263, 1층 (답십리동)",204447.698147581    ,451803.558407339    
빽다방 대림성모점,커피숍,"서울특별시 동작구 시흥대로 658, 1층 107호 (신대방동)",191803.524952767    ,443132.741584701    
커피에 꽃을 담다,커피숍,"서울특별시 강서구 마곡동로 161, 서울식물원 방문자센터 1층 (마곡동)",185118.204838898    ,451739.731418093    
엔제리너스 김포공항1층점,커피숍,"서울특별시 강서구 하늘길 112, 1층 (공항동, 국내선청사)",182974.850127567    ,450419.684560487    
매머드익스프레스 서울시립대점,커피숍,"서울특별시 동대문구 서울시립대로 160, 1층 (전농동)",204749.443139609    ,453456.28482568     
공차 염창역점,커피숍,"서울특별시 강서구 공항대로 635, 1층 (염창동)",188917.095297226    ,449453.080638834    
더마카롱,커피숍,"서울특별시 강서구 강서로16길 32, 화창빌딩 1층 (화곡동)",186507.559472733    ,447879.386037638    
이디야커피 염창대로점,커피숍,"서울특별시 강서구 공항대로81길 35, 염창투웨니퍼스트 1층 102호 (염창동)",188998.678607376    ,449624.638067609    
피바이지(Pbyg),커피숍,"서울특별시 양천구 은행정로4길 2, 2층 (신정동)",187564.207112619    ,446527.28853954     
컴포즈커피 보라매중앙점,커피숍,"서울특별시 동작구 여의대방로24길 24, 1층 (신대방동)",192991.480776095    ,443965.263237486    
더벤티노량진점,커피숍,"서울특별시 동작구 노량진로16길 31, 1층 (노량진동)",194989.906740056    ,445555.297104702    
카페일분 상도터널점,커피숍,"서울특별시 동작구 매봉로 51, 1층 (상도1동)",195643.191135418    ,444999.626423783    
카페쓰어,커피숍,"서울특별시 동작구 만양로14다길 19, 1층 (노량진동)",195126.189269984    ,445406.458227307    
로롤Lorol,커피숍,"서울특별시 강서구 마곡중앙4로 22, 파인스퀘어 1층 A113호 (마곡동)",184844.841587036    ,450680.3656089      
탐앤탐스 커피,커피숍,"서울특별시 동대문구 장한로 20 (장안동,1층)",205758.902905327    ,451193.91719632     
카페두드림,커피숍,"서울특별시 강서구 곰달래로 224, 1층 (화곡동, 2동)",187366.848565312    ,447704.829372035    
켈리토스트카페 숭실대점,커피숍,"서울특별시 동작구 상도로55길 1 (상도동,1층 5호)",195810.399881709    ,443895.729824504    
더벤티 공항시장역점,커피숍,"서울특별시 강서구 공항대로3길 38, 가동 1층 103호 (공항동)",183201.502929868    ,451234.05298884     
오늘1307 가재울점,커피숍,"서울특별시 서대문구 가재울미래로 2, 상가202동 1층 103호 (남가좌동, DMC파크뷰자이)",192672.067512964    ,452221.960661496    
THE LILY 더릴리,커피숍,"서울특별시 강서구 강서로 38, 1층 (화곡동)",186432.774757847    ,447685.585859501    
메가엠지씨커피 강서세무서점,커피숍,"서울특별시 강서구 공항대로 103, 판매시설2동 1층 104호 (마곡동, 마곡 엠밸리 9단지)",                    ,                    
(주)행복마루,커피숍,"서울특별시 강서구 마곡중앙10로 70, 엘지사이언스파크 지하 1층 (마곡동)",185352.202911204    ,451205.410544702    
커피101스트릿 우림비지니스점,커피숍,"서울특별시 강서구 양천로 583, 우림블루나인비즈니스센터 1층 113호 (염창동)",187952.560027898    ,450562.020225978    
피커 PICKER,커피숍,"서울특별시 강서구 마곡동로3길 26, 랑데르2 1층 112호 (마곡동)",184955.852394629    ,450894.051053199    
투썸플레이스 강서구청점,커피숍,"서울특별시 강서구 화곡로 347, 1~2층 115~116, 209~210호 (화곡동, 그랜드아이파크)",186786.622461585    ,450297.70265223     
컴포즈커피 화곡중앙시장점,커피숍,"서울특별시 강서구 가로공원로76길 53, 1층 (화곡동)",185615.410916339    ,448072.928511678    
모코커피,커피숍,"서울특별시 동작구 상도로37길 31, 지상1층 (상도1동)",195543.395470639    ,444313.603624173    
빨간벽돌(RED BRICK),커피숍,"서울특별시 동작구 여의대방로16길 14, 1층 (신대방동)",192554.897507287    ,443795.165153719    
메가후르츠 신길점,커피숍,"서울특별시 영등포구 가마산로46길 3, 신화빌딩 1층 102호 (대림동)",191116.557222168    ,444432.544989532    
카페 엘 마르코(Cafe El Marco),커피숍,"서울특별시 동작구 등용로 127, 현대종합상가 나동 1층 101호 (대방동, 대방동현대아파트)",193810.01277159     ,445610.160717686    
다빈,커피숍,"서울특별시 강서구 마곡서로 168, 2층 205호 (마곡동, 가양 1동 마곡럭스나인오피스텔엘동)",184519.695097776    ,451868.42237868     
카페인컬처,커피숍,"서울특별시 강서구 공항대로 213, 보타닉파크타워2 1층 112호 (마곡동)",185032.421148111    ,450836.071292455    
플러스82 서초점,커피숍,"서울특별시 서초구 사임당로14길 42, 1층 (서초동)",201497.697617017    ,442796.456982205    
카페 미토(cafe mitho),커피숍,"서울특별시 동작구 동작대로9길 32, 소망하우스 1층 (사당동)",198146.793436276    ,442061.502169729    
SU COFFEE(수커피),커피숍,"서울특별시 강서구 양천로 600, 파인블루빌딩 1층 (등촌동)",187974.228864018    ,450369.165403996    
커피에반하다 송정역점,커피숍,"서울특별시 강서구 공항대로 43, 준명빌딩 1층 (공항동)",183335.627064206    ,451044.288913202    
라떼앤퐁당,커피숍,"서울특별시 강서구 공항대로53가길 42, 1층 102호 (등촌동, 1동)",187457.075512391    ,450337.678731493    
위티케이크,커피숍,"서울특별시 강서구 마곡중앙6로 21, 이너매스마곡Ⅰ 2층 203호 (마곡동)",184876.792845641    ,450969.017546763    
카페드립,커피숍,"서울특별시 동대문구 외대역동로4길 48, 1층 (휘경동)",205976.340727554    ,454524.866894753    
우지커피 중화역점,커피숍,"서울특별시 중랑구 봉화산로 31, 1층 (중화동)",206812.923378041    ,455494.623548729    
어반정글,커피숍,"서울특별시 서초구 남부순환로 2632, 프레콘빌딩 1층 (양재동)",203327.362023922    ,442521.920074692    
퓨얼리데카던트,커피숍,,194606.289362446    ,445733.16518885     
매머드 익스프레스 방배하나카드점,커피숍,"서울특별시 서초구 방배로19길 14, 1층 102호 (방배동)",199415.110520423    ,442565.703277016    
스타벅스영등포역점,커피숍,"서울특별시 영등포구 경인로 870, 영등포 J&S 1층 (영등포동1가)",191908.118795329    ,446086.819081927    
스터디카페 스콜라,커피숍,"서울특별시 서초구 사임당로 175, 5층 501호 (서초동)",202467.838463422    ,443416.353040198    
소미담 이수역점,떡카페,"서울특별시 동작구 동작대로27길 22, 1층 (사당동)",198218.157456174    ,442833.756646534    
컴포즈커피 내발산점,커피숍,"서울특별시 강서구 강서로48길 9, 1층 (내발산동)",185526.740191834    ,450062.516618524    
出國(출국),커피숍,"서울특별시 동작구 서달로14사길 5-1, 1층 (흑석동)",196853.409391429    ,444977.369009906    
스토리카페(Story Cafe),커피숍,"서울특별시 동작구 성대로12길 1, 2층 (상도동)",194213.119660601    ,443928.549434247    
투썸플레이스 염창역점,커피숍,"서울특별시 양천구 공항대로 630, 101호 (목동, 어바니엘)",188868.78715669     ,449386.014108408    
티눈(tea-noon),커피숍,"서울특별시 양천구 목동로19길 19, 지하층 1호 (신정동)",187761.911241866    ,446957.841261019    
블루포트 중앙대학교점,커피숍,"서울특별시 동작구 흑석로 84, 지하1층 (흑석동, 중앙대학교 약대 R&D)",196122.678608319    ,444705.530165147    
오아시스,커피숍,"서울특별시 강서구 강서로10길 8, 용윤빌딩 1층 (화곡동)",186510.681391345    ,447556.039734894    
쥬씨차얌 마곡나루점,커피숍,"서울특별시 강서구 마곡중앙로 161-8, 두산더랜드파크 A동 1층 112 일부 호 (마곡동)",184655.264279055    ,451864.298152252    
씨스터브레드,커피숍,"서울특별시 서대문구 성산로 329, 1층 (연희동)",193478.311776772    ,451562.294314729    
로스팅 카페,커피숍,"서울특별시 동작구 장승배기로 70, 동작구청 특별임대상가 1층 9호 (상도동)",194723.666799909    ,444690.776882951    
카페인중독 등촌역점,커피숍,"서울특별시 강서구 공항대로 557, 101동 1층 106호 (염창동, 등촌제이스카이)",188270.375943324    ,449747.165064481    
카페펀코(CAFE FUNCO),커피숍,"서울특별시 양천구 신정로 312, 상가동 지상1층 110호 (신정동, 목동뉴프라자)",187158.467033065    ,445678.076325463    
GAZELLE COFFEE(가젤커피 양평1호점),커피숍,"서울특별시 영등포구 선유로 130, 에이스 하이테크시티3 110호 (양평동3가)",190325.849378028    ,447033.873479894    
빽다방 이수역13번출구점,커피숍,"서울특별시 동작구 동작대로27길 12, 1층 3호 (사당동)",198274.260183264    ,442828.40573644     
더치앤빈 흑리단길점,커피숍,"서울특별시 동작구 서달로14길 40, 1층 (흑석동)",196834.938652873    ,445010.620088388    
스타벅스 이수역13번출구점,커피숍,"서울특별시 동작구 동작대로27길 5, 지안플라자 A동 1층 (사당동)",198293.498296993    ,442793.615509761    
메가엠지씨커피 영등포역점,커피숍,"서울특별시 영등포구 영중로 10-1, 1층 (영등포동3가)",191660.593193482    ,446129.494892256    
샌드밀 마곡점,커피숍,"서울특별시 강서구 마곡중앙6로 42, 사이언스타 1층 121호 (마곡동)",185095.247005248    ,450885.058431205    
매머드익스프레스 중앙대후문점,커피숍,"서울특별시 동작구 흑석로 25, 지하1층 (상도동)",195822.445000135    ,444765.460785421    
차백도 노량진점,커피숍,"서울특별시 동작구 노량진로16길 16, 1층 (노량진동, 청암빌딩내)",194931.033923806    ,445626.110995512    
탐앤탐스 중앙대점,커피숍,,196474.583110411    ,445084.310474404    
스타벅스 서래마을입구점,커피숍,"서울특별시 서초구 서래로 48 (반포동,1층)",199798.194418618    ,444116.16759423     
스테이,커피숍,"서울특별시 서초구 잠원로12길 6, 104호 (잠원동, 잠원현대아파트)",201054.363548303    ,446247.719636035    
빽다방 우장산역점,커피숍,"서울특별시 강서구 강서로 245, 1층 (화곡동, 3동)",185438.341330245    ,449492.230136079    
모리커피 어반 용두점,커피숍,"서울특별시 동대문구 무학로 142-1, 1층 (용두동)",202643.136121039    ,452743.784441098    
카페 힐우드,커피숍,"서울특별시 동작구 만양로 50, 한빛주택I 1층 (노량진동)",195250.962639085    ,445146.786474985    
와이-에필로그(Y-Epilogue),커피숍,"서울특별시 동작구 여의대방로24다길 61, 1층 101호 (대방동, 더포레)",193253.935731173    ,444085.802261166    
투썸플레이스 숭실대점,커피숍,"서울특별시 동작구 사당로 36-1, 1,2층 (상도동)",196263.806693908    ,443630.571506608    
컴포즈커피 이수총신대점,커피숍,"서울특별시 동작구 동작대로27길 16-7, 1층 (사당동)",198248.367149171    ,442855.005428587    
이삭토스트메가스터디타워점,커피숍,"서울특별시 동작구 노량진로 140, 지상1층 109호 (노량진동)",194772.975405476    ,445623.080168564    
카페125,커피숍,"서울특별시 동작구 장승배기로 151, 1층 (노량진동)",194625.122879028    ,445440.650664966    
치키차카초코 사당이수점,커피숍,"서울특별시 동작구 사당로 276, 성보빌딩 1층 (사당동)",198026.700539698    ,442414.992335081    
폴인커피(fall in coffee),커피숍,"서울특별시 동작구 여의대방로22길 27 (신대방동, 1층)",192982.406834065    ,443957.354924196    
카페힐,커피숍,"서울특별시 동작구 만양로2길 16, 1층 (상도동)",195391.5094284      ,444911.79592744     
커피베이 익스프레스,커피숍,"서울특별시 동작구 흑석로 84, 중앙대학교 308관 지하 (흑석동)",196122.678608319    ,444705.530165147    
이디야대방역점,커피숍,"서울특별시 동작구 노량진로 24 (대방동, 1층)",193596.483942712    ,445632.68426838     
나귀와플라타너스,커피숍,"서울특별시 동작구 흑석로 101-3 (흑석동, 3층)",196454.244420591    ,445071.425575081    
세 주르(Ce Jour),커피숍,"서울특별시 강서구 강서로18다길 28, 1층 좌측호 (화곡동)",186430.286289585    ,448147.042815866    
엔제리너스GS이수역D/I점,커피숍,"서울특별시 동작구 동작대로 135, 지상1,2층 (사당동)",198335.327466772    ,442942.8646713      
초승달 빵앗간,커피숍,"서울특별시 동작구 시흥대로 606, 판매시설동 129호 (신대방동, 동작 협성휴포레 시그니처)",191548.535775618    ,442684.531353122    
커피온유,커피숍,"서울특별시 금천구 독산로 169, 지상1층 (독산동)",191444.439098692    ,440024.782370148    
이디야커피 해군회관점,커피숍,"서울특별시 동작구 여의대방로 194, 1층 (대방동)",193056.569289539    ,444674.870776798    
시선오브(SEE-SON of),커피숍,"서울특별시 동작구 만양로14라길 1, 1층 (노량진동)",195110.462021174    ,445488.668140231    
스타벅스 노량진동점,커피숍,"서울특별시 동작구 노량진로 190, 1층 101,102,103,104,105호 (노량진동, 고려교육타워-어바니엘한강)",195220.667531843    ,445637.763312173    
아메리칸트레일러 이대서울병원점,커피숍,"서울특별시 강서구 공항대로 260, 이화의대부속서울병원 지하1층 (마곡동)",185455.170806691    ,450604.239360205    
토텐(Toten),커피숍,"서울특별시 동작구 보라매로5길 43, 상가동 1층 101-2호 (신대방동, 보라매삼성쉐르빌)",193153.177033349    ,443251.121433059    
커피향기,커피숍,서울특별시 동작구 상도로 331 (상도동),195668.200519472    ,444069.619155193    
헤르츠 인타임카페(Hz inTime Cafe),커피숍,"서울특별시 강서구 강서로 411, 1층 110호 (마곡동, 가양1동 마곡에비앙)",185707.948706475    ,451135.421086951    
공차 원그로브점,커피숍,"서울특별시 강서구 공항대로 165, B동 1층 E120호 (마곡동)",184449.736274095    ,451015.135227088    
반포다방,커피숍,"서울특별시 서초구 신반포로 27-6, 아열 1-11호 (반포동, 반포아파트,한신종합상가)",198845.040145673    ,444439.895589959    
이공커피 화곡점,커피숍,"서울특별시 강서구 등촌로5길 8, 1층 (화곡동)",187826.825163572    ,447918.889982984    
끼니롤,커피숍,"서울특별시 동작구 흑석로 84, 중앙대학교 310관 B405호 (흑석동)",196122.678608319    ,444705.530165147    
프론트바이슈퍼픽션,커피숍,"서울특별시 서초구 양재천로 71, 1층 101호 (양재동)",203229.998290569    ,441433.80326837     
정화,커피숍,"서울특별시 동대문구 장한로17길 25, 1층 101호 (장안동)",205868.579767704    ,451706.111038628    
이삭토스트 신대방삼거리역점,커피숍,"서울특별시 동작구 국사봉1길 7, 지상1층 (대방동)",193647.355446669    ,444093.130477082    
시너지커피,커피숍,"서울특별시 동작구 등용로14길 82, 지상1층 (노량진동)",194275.570169952    ,445603.363490068    
현대볼링센터,커피숍,"서울특별시 중랑구 용마산로129나길 6, 현대스포츠센타 2층 (신내동)",208719.253338273    ,456076.220980503    
필링 필링(Feeling Filling),커피숍,"서울특별시 동작구 만양로18길 22, 1층 (노량진동)",195103.998440186    ,445640.72570412     
피에스타7 커피 남성점,커피숍,"서울특별시 동작구 사당로16길 19, 1층 (사당동)",197580.630955098    ,442260.992021938    
더벤티 중앙대점,커피숍,"서울특별시 동작구 흑석로 90, 1층 제다호 (흑석동)",196367.9022863      ,444996.545108257    
온니떡방,떡카페,"서울특별시 동작구 장승배기로 44-1, 1층 (상도동)",194706.525394434    ,444413.366684221    
커피나무 숭실대점,커피숍,"서울특별시 동작구 상도로61길 65, 1층 (상도동)",196255.972831381    ,443615.084590391    
니토 커피 랩(NEATO COFFEE LAB.),커피숍,"서울특별시 동작구 여의대방로22길 54, 1층 (신대방동)",193108.878446673    ,443942.201667357    
마론(MARRON),커피숍,"서울특별시 강서구 곰달래로31가길 34, 1층 우측호 (화곡동)",186960.43075187     ,447762.496727318    
우지커피 장안힐스테이트점,커피숍,"서울특별시 동대문구 장안벚꽃로1길 7, 상가동 1층 113-114호 (장안동, 장안 힐스테이트)",206586.572428103    ,452632.62891295     
메가엠지씨커피 청량리시장점,커피숍,"서울특별시 동대문구 왕산로 163-1, 1층 (제기동)",203592.144168644    ,453003.483326636    
칸틴커피휘경점,커피숍,"서울특별시 동대문구 망우로 74, 1층 (휘경동)",205348.925812776    ,454143.207303116    
달콤커피 이수역점,커피숍,"서울특별시 동작구 동작대로 101, 1층 (사당동)",198308.848894783    ,442608.256844515    
묵묵카페(mookmookcafe),커피숍,"서울특별시 동작구 상도로 323, 1층 (상도동)",195626.627245068    ,444128.332984364    
커피집 총신대점,커피숍,"서울특별시 동작구 사당로 150, 1층 (사당동)",196946.39352681     ,442852.376849226    
로스팅카페(Roasting Cafe),커피숍,"서울특별시 동작구 상도로22길 32, 지상1층 (상도동)",194366.936469902    ,444415.433032404    
투디,커피숍,"서울특별시 동작구 상도로 285, 1층 (상도1동)",195410.524784739    ,444441.373007446    
"카페 드 소리(cafe D, sori)",커피숍,"서울특별시 동작구 상도로50길 4, 다올빌딩 1층 104호 (상도동)",195602.556068412    ,444043.650956467    
카페051 여의도역점,커피숍,"서울특별시 영등포구 여의나루로 42, 여의도종합상가 1층 119호 (여의도동)",193306.330043669    ,446582.782311218    
